hdn_count,n_reads
0,12580
1,7698
2,12609
3,15620
4,17259
5,14433
6,10774
7,6701
8,4021
9,2119
10,1065
11,482
12,290
13,183
14,102
15,75
16,39
17,45
18,24
19,21
20,18
21,21
22,11
23,6
24,2
25,1
26,2
27,3
28,4
29,1
32,1
