hdn_count,n_reads
0,12962
1,6942
2,10941
3,13870
4,15908
5,14859
6,11879
7,8203
8,5026
9,2828
10,1440
11,723
12,416
13,204
14,132
15,97
16,57
17,49
18,28
19,36
20,21
21,13
22,12
23,10
24,1
25,9
26,2
27,1
