hdn_count,n_reads
0,11185
1,7714
2,11832
3,14895
4,16148
5,13964
6,10385
7,6637
8,3943
9,2013
10,1096
11,530
12,293
13,199
14,101
15,76
16,41
17,45
18,30
19,12
20,14
21,11
22,15
23,6
24,4
25,2
26,1
27,1
28,1
