hdn_count,n_reads
0,13397
1,11646
2,17208
3,19615
4,17843
5,13032
6,8060
7,4616
8,2415
9,1308
10,725
11,420
12,291
13,188
14,137
15,94
16,82
17,58
18,34
19,16
20,14
21,11
22,5
23,3
24,7
25,2
26,2
27,2
28,1
30,1
