hdn_count,n_reads
0,8510
1,6113
2,10366
3,13940
4,15742
5,14789
6,11606
7,7863
8,4956
9,2674
10,1361
11,695
12,372
13,181
14,126
15,79
16,52
17,48
18,43
19,20
20,20
21,16
22,4
23,3
24,8
25,1
27,1
28,1
30,2
