hdn_count,n_reads
0,15187
1,10316
2,16197
3,18031
4,15734
5,10771
6,6041
7,3052
8,1405
9,708
10,339
11,173
12,108
13,56
14,52
15,34
16,22
17,11
18,8
19,7
20,4
21,5
22,1
24,3
