hdn_count,n_reads
0,10582
1,7216
2,11767
3,15753
4,16662
5,14632
6,10864
7,6824
8,3791
9,1867
10,954
11,475
12,289
13,156
14,98
15,79
16,61
17,43
18,31
19,28
20,13
21,13
22,13
23,9
24,8
25,4
26,1
27,3
28,2
