hdn_count,n_reads
0,4449
1,5276
2,9043
3,13175
4,14221
5,13022
6,9857
7,6291
8,3733
9,1952
10,949
11,467
12,259
13,152
14,116
15,103
16,57
17,60
18,41
19,22
20,14
21,11
22,13
23,16
24,7
25,3
26,2
27,2
28,1
29,1
