hdn_count,n_reads
0,8888
1,8768
2,14142
3,17300
4,16654
5,13544
6,8682
7,4847
8,2545
9,1232
10,590
11,276
12,165
13,111
14,85
15,44
16,38
17,33
18,27
19,16
20,11
21,12
22,9
23,7
24,2
26,4
27,2
30,2
31,1
