hdn_count,n_reads
0,14766
1,10109
2,15447
3,18079
4,16593
5,12378
6,7312
7,3863
8,1969
9,872
10,387
11,185
12,109
13,81
14,63
15,39
16,14
17,24
18,15
19,9
20,5
21,7
22,4
23,3
24,1
25,1
33,1
