hdn_count,n_reads
0,12339
1,9519
2,15784
3,18527
4,17021
5,12431
6,7577
7,3929
8,2030
9,962
10,462
11,204
12,105
13,70
14,43
15,19
16,22
17,9
18,6
19,12
20,10
21,3
22,2
24,1
26,2
29,1
