hdn_count,n_reads
0,26737
1,19303
2,24834
3,16718
4,8375
5,3126
6,1077
7,351
8,152
9,97
10,51
11,28
12,23
13,15
14,8
15,6
16,12
17,6
18,6
19,2
20,2
21,1
22,2
