hdn_count,n_reads
0,17663
1,13715
2,19895
3,20031
4,15172
5,8889
6,4338
7,1782
8,723
9,277
10,135
11,66
12,48
13,44
14,23
15,15
16,16
17,6
18,5
19,3
20,6
21,3
