hdn_count,n_reads
0,13792
1,12884
2,19572
3,20398
4,16145
5,9537
6,4833
7,2073
8,807
9,286
10,126
11,66
12,43
13,19
14,10
15,11
16,12
17,6
18,4
19,3
20,4
21,2
22,1
23,2
