hdn_count,n_reads
0,17471
1,14570
2,21222
3,21282
4,16330
5,9892
6,5040
7,2296
8,1039
9,462
10,257
11,151
12,106
13,90
14,47
15,22
16,17
17,9
18,8
19,2
20,5
21,4
22,2
23,1
24,4
