hdn_count,n_reads
0,19764
1,18984
2,21663
3,15419
4,8266
5,3655
6,1437
7,606
8,270
9,174
10,84
11,60
12,43
13,28
14,23
15,19
16,21
17,8
18,7
19,8
20,10
21,1
22,3
23,2
24,2
25,1
