hdn_count,n_reads
0,11948
1,13404
2,19358
3,19239
4,13928
5,7501
6,3363
7,1316
8,525
9,202
10,105
11,58
12,52
13,27
14,26
15,34
16,20
17,13
18,17
19,12
20,12
21,7
22,7
24,3
26,2
