hdn_count,n_reads
0,18484
1,14191
2,20641
3,19238
4,13108
5,6846
6,2944
7,1165
8,440
9,261
10,113
11,89
12,77
13,48
14,27
15,27
16,13
17,10
18,9
19,6
20,15
21,10
22,2
23,2
24,3
25,4
26,1
29,1
