hdn_count,n_reads
0,13112
1,13070
2,19777
3,20409
4,14823
5,8386
6,3922
7,1466
8,519
9,255
10,126
11,51
12,46
13,35
14,26
15,21
16,13
17,4
18,2
19,4
20,3
21,4
24,2
25,2
