hdn_count,n_reads
0,24369
1,17565
2,22975
3,20033
4,12823
5,6461
6,2977
7,1326
8,562
9,261
10,146
11,86
12,58
13,43
14,28
15,15
16,10
17,11
18,2
19,6
20,7
21,1
22,4
23,3
24,2
