hdn_count,n_reads
0,21564
1,17575
2,23979
3,19593
4,11747
5,5215
6,2071
7,819
8,397
9,219
10,123
11,94
12,55
13,24
14,22
15,19
16,6
17,4
18,3
19,2
20,3
21,1
