hdn_count,n_reads
0,20537
1,18880
2,21324
3,16107
4,8974
5,4026
6,1590
7,589
8,286
9,153
10,96
11,58
12,44
13,37
14,31
15,24
16,19
17,16
18,9
19,10
20,8
21,6
22,2
23,3
25,1
26,3
