hdn_count,n_reads
0,17506
1,14159
2,20433
3,19082
4,12865
5,6417
6,2698
7,1009
8,356
9,160
10,72
11,42
12,50
13,30
14,16
15,15
16,9
17,8
18,8
19,5
20,9
21,1
22,4
25,1
26,1
