hdn_count,n_reads
0,12782
1,13580
2,19506
3,19540
4,15005
5,9115
6,4517
7,1891
8,759
9,289
10,130
11,68
12,44
13,32
14,34
15,24
16,16
17,5
18,1
19,2
21,1
22,2
