hdn_count,n_reads
0,17814
1,12892
2,19882
3,20592
4,16340
5,9584
6,4558
7,2010
8,777
9,341
10,161
11,82
12,62
13,37
14,37
15,30
16,22
17,10
18,19
19,5
20,4
21,5
22,10
23,2
24,1
25,2
