hdn_count,n_reads
0,12975
1,14158
2,20252
3,19709
4,13938
5,7707
6,3484
7,1374
8,532
9,236
10,111
11,62
12,37
13,20
14,18
15,22
16,12
17,5
18,7
19,4
20,3
21,1
22,3
24,1
25,1
