hdn_count,n_reads
0,16486
1,16076
2,21372
3,19366
4,12931
5,6912
6,3125
7,1360
8,582
9,236
10,122
11,72
12,62
13,38
14,19
15,17
16,24
17,9
18,14
19,5
20,5
22,4
23,5
24,1
25,1
