hdn_count,n_reads
0,5658
1,4043
2,6498
3,9007
4,11564
5,13033
6,13206
7,11610
8,9269
9,6742
10,4363
11,2682
12,1701
13,1015
14,634
15,369
16,295
17,196
18,147
19,139
20,106
21,72
22,85
23,43
24,41
25,43
26,39
27,28
28,21
29,9
30,8
31,5
32,1
33,3
34,4
35,6
36,2
38,3
