hdn_count,n_reads
0,7177
1,4017
2,6177
3,8583
4,11473
5,13034
6,12776
7,11368
8,9119
9,6610
10,4404
11,2760
12,1728
13,1060
14,583
15,337
16,233
17,176
18,115
19,76
20,49
21,44
22,44
23,25
24,35
25,21
26,14
27,12
28,6
29,4
30,1
31,2
32,1
33,2
34,1
35,1
36,1
37,1
39,1
