hdn_count,n_reads
0,6864
1,5252
2,8290
3,11057
4,13470
5,13732
6,12470
7,10110
8,7465
9,5084
10,3078
11,1947
12,1186
13,659
14,435
15,308
16,211
17,160
18,110
19,67
20,57
21,36
22,35
23,22
24,17
25,7
26,9
27,9
28,3
29,6
30,5
32,1
36,3
37,1
42,1
