hdn_count,n_reads
0,8894
1,6344
2,9778
3,12322
4,13973
5,13562
6,11940
7,9076
8,6138
9,4054
10,2407
11,1378
12,870
13,527
14,313
15,211
16,205
17,138
18,108
19,83
20,74
21,50
22,39
23,37
24,29
25,23
26,8
27,9
28,8
29,6
30,2
31,3
32,5
34,1
