hdn_count,n_reads
0,18486
1,12524
2,19154
3,20730
4,16640
5,10834
6,5914
7,2784
8,1384
9,626
10,333
11,194
12,118
13,73
14,57
15,28
16,25
17,25
18,14
19,9
20,4
21,6
22,5
23,1
25,1
