hdn_count,n_reads
0,8325
1,9289
2,15271
3,18044
4,16492
5,11781
6,6887
7,3623
8,1599
9,738
10,352
11,145
12,86
13,55
14,45
15,43
16,33
17,21
18,18
19,19
20,10
21,17
22,10
23,9
24,7
25,2
26,3
27,2
