hdn_count,n_reads
0,9651
1,10917
2,16965
3,18618
4,15845
5,10202
6,5613
7,2609
8,1230
9,519
10,213
11,108
12,73
13,57
14,46
15,39
16,35
17,21
18,20
19,10
20,10
21,4
22,12
23,3
24,5
25,7
28,1
