hdn_count,n_reads
0,8881
1,10617
2,16734
3,18472
4,15552
5,10249
6,5464
7,2586
8,1147
9,576
10,301
11,173
12,84
13,112
14,55
15,42
16,34
17,21
18,19
19,17
20,13
21,10
22,5
23,6
24,4
25,1
26,1
27,1
28,1
