hdn_count,n_reads
0,9991
1,9422
2,15462
3,18375
4,16917
5,12484
6,7447
7,3995
8,1857
9,844
10,426
11,179
12,118
13,66
14,40
15,40
16,30
17,22
18,15
19,7
20,1
21,7
22,3
23,1
26,1
