hdn_count,n_reads
0,17217
1,12588
2,18950
3,19706
4,15795
5,10073
6,5401
7,2522
8,1103
9,544
10,263
11,149
12,83
13,68
14,48
15,26
16,22
17,20
18,13
19,4
20,9
21,6
22,13
23,2
24,1
25,1
26,1
